acc_x,acc_y,acc_z,gyro_x,gyro_y,gyro_z,mag_x,mag_y,mag_z,w,linear_vel_x,linear_vel_y,angular_vel_z,orientation,latitude,longitude,altitude
0.087649,0.043707,0.586086,-0.80432,0.051133,-0.02024,-0.0,0.912566,0.068263,9.889127,5.278,4.039,0.99954,-0.030344,-30.061891683,-51.175875663,31.7032
0.083789,0.046158,0.593472,-0.799151,0.035154,0.008522,0.022371,-0.127544,-0.107783,8.908298,5.169,4.031,0.99954,-0.030344,-30.061891618,-51.175875699,31.6978
0.079022,0.049213,0.600051,-0.794518,0.054329,-0.01811,-0.017044,3.846071,-2.355067,10.702892,5.059,4.024,0.99954,-0.030344,-30.061891468,-51.175875673,31.7059
0.077142,0.049918,0.607,-0.789382,0.142746,-0.027697,-0.022371,-1.844893,-1.462261,8.760994,4.949,4.016,0.99954,-0.030344,-30.061891189,-51.175875692,31.6973
0.081003,0.049011,0.614385,-0.783306,0.006392,-0.029827,-0.017044,0.186825,-3.237095,10.291518,4.84,4.009,0.99954,-0.030344,-30.061890836,-51.17587567,31.699
0.081372,0.044714,0.627108,-0.773806,-0.104396,0.015979,-0.010653,-1.187414,1.266455,10.311279,4.621,3.994,0.99954,-0.030344,-30.061889796,-51.175875729,31.6779
0.079089,0.045721,0.632815,-0.768905,-0.089482,0.076699,0.022371,1.677828,-0.637718,10.104694,4.511,3.986,0.99954,-0.030344,-30.061889194,-51.175875741,31.691
0.076907,0.044815,0.638757,-0.764239,0.051133,0.013848,-0.01811,-0.098801,-1.402981,10.350799,4.401,3.979,0.99954,-0.030344,-30.061888333,-51.175875703,31.6717
0.074356,0.045453,0.644531,-0.759606,-0.055394,0.026632,-0.011718,0.373649,2.267044,11.428633,4.292,3.971,0.99954,-0.030344,-30.061887402,-51.175875683,31.6925
0.075397,0.04505,0.6497,-0.755108,-0.033023,-0.052198,-0.019175,-0.883824,0.853285,8.840035,4.182,3.964,0.99954,-0.030344,-30.061886509,-51.175875684,31.6947
0.077109,0.045554,0.654232,-0.750979,0.024501,-0.02024,-0.02024,0.048503,0.32335,9.810086,4.073,3.956,0.99954,-0.030344,-30.061885657,-51.175875614,31.7004
0.077243,0.044916,0.659066,-0.746749,0.015979,-0.002131,-0.0,-1.992197,-0.510175,9.722063,3.963,3.948,0.99954,-0.030344,-30.061884777,-51.175875664,31.7073
0.077579,0.046124,0.66437,-0.741915,-0.001065,-0.045806,-0.002131,-0.774244,-1.02035,9.968168,3.853,3.941,0.99954,-0.030344,-30.06188382,-51.175875612,31.7139
0.076303,0.048105,0.6687,-0.738055,-0.074569,0.011718,0.003196,-2.737698,0.666461,10.614869,3.744,3.933,0.99954,-0.030344,-30.061882812,-51.175875647,31.7029
0.077411,0.045822,0.677462,-0.730032,-0.019175,0.002131,-0.006392,-0.833525,-0.833525,10.163975,3.524,3.918,0.99954,-0.030344,-30.061880972,-51.175875651,31.6764
0.077646,0.044345,0.682632,-0.725265,0.031958,-0.023436,0.001065,-1.108373,-3.630504,9.69332,3.415,3.911,0.99954,-0.030344,-30.06188011,-51.175875568,31.6942
0.077948,0.04505,0.686828,-0.721136,-0.072438,0.077764,-0.009587,2.72692,-1.521542,9.928648,3.305,3.903,0.99954,-0.030344,-30.061879146,-51.175875524,31.702
0.074893,0.044311,0.69042,-0.71798,0.102265,-0.041545,-0.013848,-0.991607,-1.295197,9.752601,3.196,3.896,0.99954,-0.030344,-30.061878261,-51.175875561,31.7066
0.07251,0.045621,0.694079,-0.714758,0.04048,-0.017044,-0.014914,-0.941308,-0.980829,9.917869,3.086,3.888,0.99954,-0.030344,-30.061877327,-51.175875571,31.6873
0.07063,0.045285,0.697134,-0.712005,0.04048,0.003196,-0.033023,-0.824543,5.88677,8.486146,2.976,3.881,0.99954,-0.030344,-30.06187635,-51.175875517,31.7072
0.072476,0.042197,0.701263,-0.707943,-0.001065,0.026632,-0.008522,-0.470654,-3.177814,9.26039,2.867,3.873,0.999516,-0.031109,-30.06187539,-51.17587556,31.7201
0.071738,0.040082,0.704418,-0.705056,0.024501,0.02024,-0.015979,0.147304,-2.089202,10.408284,2.757,3.866,0.99954,-0.030344,-30.061874508,-51.175875589,31.6858
0.069522,0.043573,0.707977,-0.702001,0.14168,-0.010653,0.002131,1.068852,2.216745,11.782522,2.648,3.858,0.99954,-0.030344,-30.061873543,-51.175875561,31.6978
0.066467,0.038269,0.713549,-0.696899,-0.009587,0.015979,0.019175,0.274848,-0.765262,9.810086,2.428,3.843,0.99954,-0.030344,-30.061871666,-51.175875516,31.6848
0.066669,0.039108,0.716268,-0.694012,0.069242,0.005326,0.011718,0.34311,1.834114,9.820864,2.319,3.835,0.999516,-0.031109,-30.061870681,-51.175875559,31.6791
0.065594,0.039981,0.718484,-0.691796,-0.077764,-0.025566,0.009587,0.176046,2.599376,10.3005,2.209,3.828,0.999516,-0.031109,-30.061869775,-51.175875588,31.7017
0.068213,0.039612,0.720464,-0.68901,0.007457,-0.055394,-0.011718,-0.637718,0.098801,9.97715,2.099,3.82,0.99954,-0.030344,-30.061868887,-51.175875519,31.6687
0.070731,0.04129,0.722646,-0.686358,-0.025566,-0.033023,-0.010653,-0.980829,1.049092,10.007689,1.99,3.812,0.99954,-0.030344,-30.061868034,-51.175875495,31.6905
0.069723,0.045352,0.724291,-0.684444,-0.06072,-0.024501,-0.014914,-0.853285,2.38381,9.761583,1.88,3.805,0.99954,-0.030344,-30.061867057,-51.175875464,31.704
0.07167,0.045251,0.726305,-0.682128,-0.158725,-0.067112,0.002131,0.71676,-0.921548,11.538213,1.771,3.797,0.99954,-0.030344,-30.06186606,-51.175875408,31.6892
0.070865,0.046359,0.728286,-0.680013,-0.172573,-0.05859,-0.015979,-0.008982,3.619726,10.095712,1.661,3.79,0.99954,-0.030344,-30.061865198,-51.175875389,31.7003
0.074222,0.044748,0.730166,-0.677731,0.084156,0.003196,0.009587,0.481433,-2.610155,9.535238,1.551,3.782,0.99954,-0.030344,-30.061864364,-51.175875331,31.672
0.072812,0.048071,0.731408,-0.676321,0.014914,0.024501,0.025566,1.374238,-1.304179,11.910066,1.442,3.775,0.99954,-0.030344,-30.061863318,-51.175875226,31.6768
0.070898,0.049716,0.732818,-0.674877,0.086286,-0.011718,0.003196,-0.617958,-1.579027,8.152018,1.332,3.767,0.99954,-0.030344,-30.061862429,-51.175875279,31.6718
0.070563,0.050925,0.734933,-0.673064,-0.024501,-0.024501,-0.017044,-1.393999,0.235327,10.095712,1.222,3.76,0.99954,-0.030344,-30.061861548,-51.175875252,31.675
0.07157,0.047299,0.737048,-0.670379,-0.107592,0.009587,-0.015979,0.6467,2.717938,10.135232,1.113,3.752,0.99954,-0.030344,-30.061860601,-51.175875271,31.6832
0.07204,0.043103,0.73923,-0.668197,0.063916,0.015979,-0.002131,-0.519157,-0.156286,10.251998,1.003,3.745,0.99954,-0.030344,-30.061859623,-51.175875284,31.6753
0.069891,0.043204,0.741344,-0.666082,-0.128897,0.03835,0.025566,1.598787,2.236506,12.479521,0.894,3.737,0.999516,-0.031109,-30.061858704,-51.175875338,31.6726
0.067676,0.042633,0.742855,-0.664672,0.085221,-0.008522,-0.013848,-0.382631,-0.991607,9.546016,0.784,3.73,0.99954,-0.030344,-30.061857802,-51.175875367,31.6728
0.064218,0.043372,0.7445,-0.663027,0.027697,0.0,-0.011718,-0.098801,-0.167064,9.928648,0.674,3.722,0.999516,-0.031109,-30.061856952,-51.175875351,31.6718
0.062506,0.040552,0.74779,-0.659704,0.072438,-0.031958,-0.045806,-1.677828,0.569456,10.095712,0.565,3.715,0.99954,-0.030344,-30.061855986,-51.175875419,31.6844
0.06593,0.037833,0.749267,-0.657891,-0.019175,0.045806,-0.007457,1.521542,-4.09038,8.259801,0.455,3.707,0.99954,-0.030344,-30.061855091,-51.175875329,31.6824
0.066367,0.030917,0.752389,-0.655172,0.0,0.002131,0.013848,-0.980829,-0.705981,9.948408,0.236,3.692,0.99954,-0.030344,-30.061853322,-51.175875387,31.6678
0.067374,0.031454,0.754201,-0.652956,0.061785,0.008522,-0.007457,0.71676,-1.68681,9.546016,0.127,3.685,0.999607,-0.02805,-30.06185236,-51.175875346,31.689
0.066031,0.031555,0.764407,-0.640569,0.153398,0.08096,-0.245011,0.156286,-6.484968,9.035842,0.029,3.68,1.0,0.000251,-30.061851342,-51.175875374,31.6817
0.063144,0.034476,0.787066,-0.61264,0.061785,-0.049002,-0.444216,-3.542481,-1.902377,9.339432,-0.058,3.683,0.999072,0.043078,-30.061850439,-51.175875313,31.6685
0.06264,0.035516,0.804858,-0.589074,0.082025,0.06072,-0.368582,-1.422741,-7.476575,11.901084,-0.133,3.692,0.996568,0.082777,-30.061849478,-51.175875259,31.7014
0.059619,0.038,0.824865,-0.560909,0.049002,-0.043676,-0.36219,-1.737109,-1.737109,9.506496,-0.195,3.704,0.992488,0.122344,-30.061848656,-51.175875246,31.6803
0.057873,0.039612,0.845208,-0.529791,0.089482,0.049002,-0.336624,-1.805372,-5.376595,11.223845,-0.244,3.718,0.986837,0.161718,-30.061847761,-51.175875204,31.6759
0.054819,0.041055,0.863067,-0.500418,-0.054329,0.017044,-0.406931,1.77663,3.168832,8.505907,-0.281,3.732,0.979625,0.200836,-30.061846822,-51.17587515,31.7162
0.051562,0.039612,0.88106,-0.468493,0.029827,0.015979,-0.305731,-0.028742,-0.813765,9.840624,-0.307,3.744,0.970863,0.239636,-30.0618458,-51.175875094,31.689
0.048105,0.041693,0.910299,-0.409008,0.003196,0.010653,-0.263121,0.745502,1.323939,10.71367,-0.324,3.754,0.948988,0.315313,-30.061843934,-51.175875006,31.6885
0.044882,0.04223,0.924431,-0.376312,-0.019175,0.007457,-0.257794,-2.982007,-0.501193,10.095712,-0.324,3.754,0.935697,0.352804,-30.06184299,-51.175874973,31.6626
0.042398,0.045352,0.937691,-0.34281,0.002131,-0.031958,-0.464456,-0.382631,-0.402391,10.251998,-0.324,3.754,0.920628,0.390442,-30.061842185,-51.175874954,31.6739
0.040518,0.046863,0.948501,-0.31159,0.024501,-0.06072,-0.409062,-1.255677,-1.550285,10.163975,-0.324,3.754,0.904045,0.427437,-30.061841485,-51.175874816,31.6849
0.039008,0.048407,0.957195,-0.28262,-0.029827,0.03835,-0.423976,2.177225,1.196396,10.084933,-0.324,3.754,0.886331,0.463053,-30.0618409,-51.175874664,31.6876
0.036624,0.048776,0.966124,-0.250763,0.046872,-0.02024,-0.358994,1.147893,-1.176635,10.438822,-0.324,3.753,0.867214,0.497935,-30.061840397,-51.175874574,31.6969
0.034543,0.049246,0.973678,-0.219778,0.04048,-0.01811,-0.478304,-0.774244,-0.883824,10.251998,-0.324,3.753,0.846318,0.532678,-30.061839981,-51.175874408,31.691
0.030783,0.050052,0.980727,-0.18631,-0.077764,0.079895,-0.566721,1.226934,2.874224,9.242427,-0.324,3.754,0.824464,0.565914,-30.061839691,-51.175874278,31.6948
0.029373,0.051562,0.98583,-0.156936,0.017044,0.006392,-0.231163,5.062227,3.982597,11.762762,-0.324,3.753,0.801306,0.598255,-30.061839486,-51.175874173,31.6888
0.02605,0.051797,0.993483,-0.098224,0.022371,0.001065,-0.44315,1.794594,-0.34311,10.065173,-0.324,3.754,0.750719,0.660621,-30.061839409,-51.175874072,31.6912
0.023398,0.052402,0.996337,-0.066803,0.052198,0.015979,-0.374973,0.558677,0.794004,9.928648,-0.324,3.754,0.725961,0.687736,-30.06183942,-51.175874029,31.691
0.021484,0.053207,0.996572,-0.058746,0.006392,0.006392,0.025566,-0.490414,-0.079041,9.99691,-0.324,3.765,0.718553,0.695472,-30.061839463,-51.17587401,31.6986
0.020679,0.052905,0.996572,-0.063849,0.008522,0.005326,-0.090548,-0.088023,0.628736,9.908887,-0.325,3.788,0.718021,0.696021,-30.061839441,-51.175874037,31.7072
0.021786,0.050623,0.996102,-0.068616,0.019175,-0.010653,-0.005326,-0.195807,-2.364049,10.223255,-0.326,3.822,0.717488,0.69657,-30.061839488,-51.175874051,31.7031
0.022055,0.048944,0.995733,-0.075162,0.002131,-0.019175,-0.0,-0.411373,-1.834114,10.251998,-0.328,3.869,0.717488,0.69657,-30.061839498,-51.175874078,31.7029
0.021619,0.047601,0.995296,-0.081506,0.051133,0.042611,0.01811,0.705981,-0.362871,9.741823,-0.33,3.927,0.718021,0.696021,-30.06183954,-51.175874081,31.7005
0.022961,0.043942,0.994793,-0.088892,-0.02024,-0.003196,-0.01811,-0.28383,-0.039521,10.135232,-0.332,3.997,0.716955,0.697119,-30.061839546,-51.175873999,31.7025
0.022357,0.043942,0.994222,-0.09537,-0.089482,0.029827,-0.024501,-0.048503,2.452072,9.515478,-0.335,4.079,0.716955,0.697119,-30.061839496,-51.175874106,31.6886
0.023733,0.047803,0.993047,-0.104837,-0.002131,0.057524,0.037284,1.825132,-0.892806,9.26039,-0.341,4.279,0.716955,0.697119,-30.061839537,-51.175874077,31.6783
0.021451,0.046258,0.992644,-0.112054,0.005326,0.014914,0.011718,-0.941308,-0.677239,12.576526,-0.344,4.389,0.717488,0.69657,-30.061839578,-51.175874083,31.6716
0.020444,0.045453,0.992141,-0.116888,-0.062851,0.045806,-0.023436,1.187414,1.765851,9.497514,-0.348,4.498,0.716955,0.697119,-30.061839631,-51.175873944,31.6892
0.019302,0.04082,0.991637,-0.120816,-0.147007,-0.077764,-0.027697,-1.510764,1.07963,10.153196,-0.351,4.608,0.716955,0.697119,-30.061839591,-51.175873725,31.6711
0.020276,0.039209,0.991402,-0.125079,-0.075634,0.009587,-0.015979,-1.207174,0.804783,9.044824,-0.355,4.718,0.716955,0.697119,-30.061839598,-51.175873326,31.6805
0.019839,0.038504,0.990798,-0.130215,0.082025,0.011718,0.052198,-0.008982,1.579027,8.996321,-0.358,4.828,0.716955,0.697119,-30.061839607,-51.175872831,31.67
0.018463,0.040921,0.989791,-0.13515,0.093743,-0.005326,-0.017044,-1.559267,-2.374828,9.506496,-0.362,4.937,0.716955,0.697119,-30.061839645,-51.175872254,31.6707
0.015274,0.040921,0.989052,-0.141058,0.085221,0.015979,-0.033023,-0.589216,-3.276615,11.351388,-0.365,5.047,0.716955,0.697119,-30.061839651,-51.175871524,31.6836
0.016382,0.041257,0.988448,-0.144885,0.075634,0.010653,-0.010653,0.431134,-2.757459,10.605887,-0.369,5.157,0.716955,0.697119,-30.06183962,-51.175870682,31.6665
0.016986,0.036826,0.987139,-0.154721,-0.075634,0.044741,-0.007457,-2.355067,4.817918,10.478343,-0.376,5.376,0.716955,0.697119,-30.061839673,-51.175868803,31.6727
0.018967,0.029474,0.986669,-0.158917,-0.017044,-0.008522,-0.029827,1.295197,-2.09998,8.868777,-0.379,5.486,0.716955,0.697119,-30.061839668,-51.175867748,31.6704
0.018967,0.028567,0.986065,-0.162845,-0.044741,-0.005326,0.003196,0.529935,-2.717938,10.056191,-0.383,5.596,0.716955,0.697119,-30.061839694,-51.175866725,31.6758
0.020343,0.0285,0.985393,-0.166739,-0.009587,0.037284,-0.01811,-0.246105,-1.66705,9.075362,-0.386,5.706,0.716422,0.697667,-30.061839772,-51.175865542,31.6777
0.0189,0.029239,0.984856,-0.171405,0.025566,0.015979,-0.001065,-1.138911,1.000589,9.506496,-0.389,5.815,0.716955,0.697119,-30.061839775,-51.175864535,31.6594
0.018698,0.026688,0.984353,-0.174963,-0.043676,0.001065,-0.023436,-1.726331,-1.649086,11.518453,-0.393,5.925,0.716955,0.697119,-30.061839852,-51.175863432,31.665
0.020612,0.026553,0.98358,-0.179092,0.005326,0.011718,0.010653,-1.471243,0.6467,11.566955,-0.396,6.035,0.716955,0.697119,-30.06183986,-51.175862492,31.6686
0.021719,0.028702,0.982473,-0.182919,-0.02024,0.005326,0.042611,0.932326,3.305358,9.761583,-0.4,6.145,0.716955,0.697119,-30.061839961,-51.175861432,31.6632
0.021384,0.028366,0.981701,-0.187082,-0.027697,-0.010653,0.010653,-1.902377,1.482022,10.447804,-0.403,6.255,0.716955,0.697119,-30.061839947,-51.17586037,31.6549
0.021786,0.031421,0.980391,-0.193326,0.046872,0.001065,-0.001065,0.441912,-1.550285,9.36997,-0.41,6.474,0.716955,0.697119,-30.061839984,-51.175858163,31.6718
0.021216,0.033838,0.979653,-0.196615,-0.010653,-0.002131,-0.017044,-0.314368,1.825132,9.860385,-0.414,6.584,0.716955,0.697119,-30.061840038,-51.175857053,31.6733
0.020343,0.034912,0.978948,-0.199972,-0.025566,-0.017044,-0.011718,-1.187414,1.893395,9.438233,-0.417,6.694,0.716955,0.697119,-30.061840124,-51.175855887,31.6759
0.019672,0.031857,0.978814,-0.202624,-0.036219,-0.001065,0.003196,-3.021528,2.029921,9.829846,-0.421,6.803,0.716955,0.697119,-30.061840128,-51.175854893,31.6753
0.021115,0.028098,0.978411,-0.205008,0.082025,0.001065,0.003196,0.6467,-3.228113,10.370559,-0.424,6.913,0.716955,0.697119,-30.061840151,-51.175853809,31.683
0.02088,0.030514,0.977639,-0.207055,0.107592,0.013848,-0.0,1.530524,-1.068852,10.71367,-0.428,7.023,0.716955,0.697119,-30.061840208,-51.175852711,31.6706
0.021921,0.031824,0.976867,-0.210278,0.071373,0.015979,-0.002131,-0.598198,-2.247284,9.535238,-0.431,7.133,0.716955,0.697119,-30.061840156,-51.175851669,31.6775
0.021619,0.031656,0.97633,-0.212796,0.017044,0.024501,-0.022371,-0.441912,1.697589,9.359192,-0.435,7.242,0.716955,0.697119,-30.061840243,-51.175850523,31.6774
0.021115,0.031857,0.976766,-0.210815,0.050067,-0.002131,-0.140615,0.589216,1.677828,10.135232,-0.437,7.348,0.707829,0.706384,-30.06184027,-51.175849499,31.6726
0.019034,0.034106,0.986232,-0.16073,0.074569,-0.072438,-0.406931,-1.737109,-1.922137,8.956801,-0.426,7.521,0.651193,0.758912,-30.061840273,-51.175847397,31.6678
0.016952,0.034039,0.991402,-0.125213,0.08096,0.025566,-0.388822,-0.569456,-3.061049,9.97715,-0.413,7.589,0.619896,0.784684,-30.061840364,-51.175846407,31.6855
0.014099,0.035013,0.99496,-0.092987,0.028762,-0.009587,-0.460195,-0.461672,1.176635,10.172957,-0.398,7.644,0.588199,0.808716,-30.061840399,-51.175845342,31.6829
0.012958,0.034912,0.997646,-0.057437,0.009587,-0.011718,-0.370712,1.088612,-0.088023,10.595108,-0.382,7.686,0.555571,0.831469,-30.061840391,-51.17584425,31.6738
0.012521,0.033771,0.99909,-0.022055,0.06072,0.01811,-0.306796,0.481433,-1.814354,10.153196,-0.368,7.717,0.521412,0.853305,-30.061840428,-51.175843178,31.6827
0.010004,0.033905,0.999358,0.007083,-0.001065,0.014914,-0.488957,-4.061638,0.578438,8.752012,-0.358,7.736,0.487732,0.872993,-30.061840457,-51.175842139,31.6791
0.008627,0.034174,0.998653,0.040988,0.008522,-0.006392,-0.385626,-0.725742,-0.461672,10.370559,-0.352,7.745,0.452628,0.8917,-30.061840525,-51.175841035,31.6712
0.007755,0.034543,0.996505,0.075632,-0.008522,-0.003196,-0.365386,0.34311,1.374238,9.67356,-0.352,7.745,0.416807,0.908995,-30.061840522,-51.175840031,31.6786
0.004935,0.035718,0.993114,0.11145,0.005326,-0.007457,-0.364321,-2.196985,-0.677239,10.223255,-0.352,7.745,0.380327,0.924852,-30.061840619,-51.175838914,31.6803
0.001208,0.034274,0.983748,0.176944,0.151268,0.03835,-0.309992,-1.539506,-7.828668,10.065173,-0.352,7.745,0.304892,0.952387,-30.061840732,-51.175837346,31.6707
-0.002115,0.036087,0.977807,0.206418,0.115049,-0.031958,-0.417584,-1.462261,3.630504,9.407694,-0.352,7.745,0.266037,0.963963,-30.061840922,-51.175836661,31.6622
-0.002954,0.036792,0.96975,0.241229,0.03835,-0.041545,-0.356864,-1.068852,3.522721,9.251409,-0.352,7.745,0.227491,0.97378,-30.061841053,-51.175836168,31.6603
-0.00527,0.034711,0.962029,0.270703,-0.070308,-0.086286,-0.415453,-2.854464,2.579616,9.546016,-0.352,7.745,0.188584,0.982057,-30.061841169,-51.175835837,31.6512
-0.00715,0.033234,0.95216,0.303701,-0.158725,-0.001065,-0.418649,4.325707,5.611922,11.850785,-0.352,7.745,0.149379,0.98878,-30.061841335,-51.175835517,31.6455
-0.010339,0.031488,0.942122,0.333343,-0.031958,0.024501,-0.296144,1.884413,-1.649086,12.244194,-0.352,7.745,0.109177,0.994022,-30.061841412,-51.175835344,31.6392
-0.013864,0.030212,0.929433,0.367181,0.027697,0.044741,-0.316384,-1.785612,-4.013135,9.770565,-0.352,7.745,0.070322,0.997524,-30.061841478,-51.175835286,31.6398
-0.015677,0.030212,0.916408,0.39877,0.14168,-0.055394,-0.271643,-2.502371,-2.42333,8.800515,-0.351,7.745,0.032124,0.999484,-30.061841493,-51.175835312,31.6362
-0.018631,0.029675,0.911373,0.410083,-0.026632,-0.002131,-0.008522,-0.107783,3.894574,9.6538,-0.341,7.746,0.022183,0.999754,-30.061841484,-51.175835286,31.6383
-0.020074,0.029474,0.911843,0.409008,0.013848,0.008522,-0.007457,-0.059281,0.32335,10.075952,-0.318,7.747,0.021418,0.999771,-30.061841514,-51.175835303,31.6391
-0.020947,0.028802,0.912514,0.407531,0.031958,-0.010653,-0.002131,-0.079041,-0.804783,10.172957,-0.283,7.748,0.021418,0.999771,-30.06184149,-51.17583533,31.6465
-0.021283,0.029205,0.912917,0.406524,-0.010653,-0.046872,0.015979,-0.088023,0.118562,10.447804,-0.237,7.75,0.021418,0.999771,-30.061841489,-51.175835354,31.6409
-0.020712,0.030011,0.913354,0.405517,-0.046872,-0.015979,-0.024501,-0.34311,3.032306,9.6538,-0.178,7.752,0.021418,0.999771,-30.061841536,-51.175835393,31.6385
-0.021249,0.029944,0.91379,0.40451,-0.03835,-0.003196,-0.044741,0.01976,1.354478,9.860385,-0.109,7.755,0.020654,0.999787,-30.061841499,-51.17583538,31.6361
-0.023163,0.028735,0.914495,0.402932,0.034088,-0.005326,-0.006392,-0.215567,-0.628736,10.340021,-0.027,7.759,0.019889,0.999802,-30.061841511,-51.175835413,31.6348
-0.02323,0.027829,0.914562,0.402429,-0.093743,-0.036219,-0.02024,-1.442501,0.510175,11.399891,0.067,7.762,0.019889,0.999802,-30.061841499,-51.175835379,31.6344
-0.023666,0.026654,0.9152,0.401388,-0.010653,-0.017044,-0.033023,0.01976,1.049092,9.6538,0.173,7.766,0.019889,0.999802,-30.06184157,-51.17583543,31.6349
-0.025882,0.025949,0.91614,0.399206,-0.003196,0.007457,0.019175,0.745502,-1.530524,11.272347,0.283,7.771,0.019889,0.999802,-30.061841572,-51.175835441,31.6453
-0.026285,0.024808,0.916475,0.398098,-0.13955,-0.055394,-0.04048,-1.000589,2.717938,11.223845,0.393,7.775,0.019889,0.999802,-30.061841637,-51.175835469,31.6293
-0.028131,0.023364,0.918187,0.394473,0.034088,0.014914,-0.010653,-1.402981,-0.186825,11.213066,0.612,7.784,0.019889,0.999802,-30.061842154,-51.175835401,31.6267
-0.029138,0.024136,0.91896,0.392492,0.029827,-0.001065,-0.027697,-1.3437,0.705981,9.299911,0.722,7.788,0.019889,0.999802,-30.061842531,-51.175835358,31.6287
-0.030145,0.024808,0.919597,0.390914,0.057524,0.009587,-0.009587,0.578438,-0.068263,9.585537,0.832,7.792,0.019889,0.999802,-30.061843056,-51.175835392,31.6409
-0.031555,0.022861,0.920202,0.389471,-0.023436,0.010653,0.010653,-0.039521,2.267044,9.486736,0.942,7.797,0.019889,0.999802,-30.061843623,-51.175835378,31.652
-0.032864,0.022156,0.921074,0.387457,0.005326,-0.005326,-0.008522,-0.441912,-0.068263,10.478343,1.051,7.801,0.019889,0.999802,-30.06184435,-51.175835327,31.6351
-0.03461,0.020175,0.922484,0.384973,0.050067,0.025566,0.007457,-0.578438,-3.287394,11.575937,1.161,7.805,0.019889,0.999802,-30.061845192,-51.175835211,31.6493
-0.035516,0.020544,0.922921,0.382455,-0.211988,-0.035154,-0.005326,-1.559267,4.415527,11.076541,1.271,7.81,0.019889,0.999802,-30.061846079,-51.175835253,31.6507
-0.03649,0.017523,0.923659,0.380743,-0.006392,0.023436,-0.008522,1.05987,-0.34311,10.517863,1.38,7.814,0.019889,0.999802,-30.061847037,-51.175835299,31.649
-0.035751,0.016919,0.924532,0.379031,0.015979,0.017044,-0.006392,0.785022,-1.255677,8.721473,1.49,7.818,0.019889,0.999802,-30.061847935,-51.175835193,31.6354
-0.039746,0.016617,0.926009,0.375036,0.06072,0.007457,0.002131,-0.529935,-1.068852,8.996321,1.71,7.827,0.019889,0.999802,-30.061849835,-51.175835185,31.6508
-0.040283,0.015106,0.926681,0.373358,0.067112,0.006392,0.01811,0.411373,-1.539506,9.682542,1.82,7.831,0.019889,0.999802,-30.06185072,-51.175835081,31.6453
-0.039041,0.017691,0.927553,0.371176,0.026632,0.041545,-0.025566,0.048503,-2.276026,10.340021,1.929,7.836,0.019889,0.999802,-30.061851631,-51.175835205,31.6759
-0.041458,0.014905,0.928325,0.369162,-0.175769,0.08096,-0.008522,3.188592,2.08022,10.546606,2.039,7.84,0.019889,0.999802,-30.0618526,-51.175835147,31.6666
-0.043204,0.012219,0.929098,0.36708,-0.019175,0.075634,0.062851,2.717938,1.393999,10.753191,2.149,7.844,0.019889,0.999802,-30.061853483,-51.175835127,31.6554
-0.04364,0.012387,0.929668,0.36557,0.034088,0.025566,0.01811,0.098801,-1.393999,10.830435,2.259,7.849,0.019889,0.999802,-30.061854424,-51.175835172,31.6444
-0.043439,0.015878,0.930306,0.363488,-0.014914,0.002131,-0.015979,0.73652,-2.177225,9.506496,2.368,7.853,0.019889,0.999802,-30.061855395,-51.175835098,31.6481
-0.044647,0.013193,0.930877,0.362045,-0.046872,0.003196,-0.007457,-0.391613,0.039521,9.937629,2.478,7.857,0.019889,0.999802,-30.061856326,-51.175835169,31.6566
-0.04458,0.012588,0.931716,0.360266,0.023436,-0.01811,-0.011718,-0.853285,0.813765,10.056191,2.588,7.862,0.019889,0.999802,-30.061857268,-51.175835138,31.6514
-0.048239,0.007486,0.932757,0.357177,-0.052198,0.010653,0.003196,-0.156286,3.364638,9.781344,2.807,7.87,0.019889,0.999802,-30.061859093,-51.175835091,31.6497
-0.046997,0.007721,0.933394,0.355667,0.015979,-0.013848,0.04048,0.039521,-2.962247,12.213656,2.917,7.875,0.019889,0.999802,-30.061860024,-51.175835164,31.6458
-0.048843,0.006647,0.934469,0.352645,-0.007457,-0.017044,-0.007457,-0.274848,0.501193,9.860385,3.027,7.879,0.019889,0.999802,-30.061860971,-51.175835145,31.6572
-0.050085,0.008694,0.934972,0.351135,0.043676,0.01811,-0.035154,-0.519157,0.431134,10.535827,3.137,7.883,0.019889,0.999802,-30.061861945,-51.175835153,31.6604
-0.04834,0.01138,0.935509,0.349759,0.103331,-0.008522,-0.017044,-1.952676,-2.128722,9.722063,3.247,7.888,0.019889,0.999802,-30.061862824,-51.175835165,31.6582
-0.047131,0.014368,0.935778,0.349154,0.044741,0.008522,0.007457,0.01976,-0.402391,10.320261,3.356,7.892,0.019889,0.999802,-30.061863728,-51.175835163,31.6701
-0.047501,0.019504,0.936449,0.347039,0.062851,-0.005326,-0.029827,-1.255677,1.05987,10.507085,3.466,7.896,0.019889,0.999802,-30.061864579,-51.175835186,31.6593
-0.046258,0.020779,0.937087,0.345428,-0.026632,0.017044,-0.024501,1.579027,-0.422152,11.547195,3.576,7.901,0.019889,0.999802,-30.061865573,-51.175835178,31.6517
-0.048474,0.017053,0.937859,0.342877,-0.266316,-0.022371,0.008522,-1.491004,2.933505,11.155582,3.686,7.905,0.019889,0.999802,-30.061866577,-51.175835132,31.6415
-0.050488,0.014301,0.938497,0.341299,-0.001065,0.022371,-0.008522,-0.411373,-0.481433,9.820864,3.905,7.914,0.019889,0.999802,-30.061868407,-51.175835233,31.6554
